s.no,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
11423,Rajasthan Royals,Punjab Kings,Dharamsala,59,42,7,188,9.92,8.43,1
11424,Rajasthan Royals,Punjab Kings,Dharamsala,58,41,7,188,9.87,8.49,1
11425,Rajasthan Royals,Punjab Kings,Dharamsala,54,40,7,188,10.05,8.1,1
11426,Rajasthan Royals,Punjab Kings,Dharamsala,53,41,7,188,10.25,7.76,1
11427,Rajasthan Royals,Punjab Kings,Dharamsala,52,40,7,188,10.2,7.8,1
11428,Rajasthan Royals,Punjab Kings,Dharamsala,51,39,7,188,10.15,7.85,1
11429,Rajasthan Royals,Punjab Kings,Dharamsala,51,38,6,188,10.02,8.05,1
11430,Rajasthan Royals,Punjab Kings,Dharamsala,49,37,6,188,10.05,7.95,1
11431,Rajasthan Royals,Punjab Kings,Dharamsala,48,36,6,188,10,8,1
11432,Rajasthan Royals,Punjab Kings,Dharamsala,47,35,6,188,9.95,8.06,1
11433,Rajasthan Royals,Punjab Kings,Dharamsala,46,35,6,188,10.02,7.89,1
11434,Rajasthan Royals,Punjab Kings,Dharamsala,46,34,6,188,9.91,8.12,1
11435,Rajasthan Royals,Punjab Kings,Dharamsala,46,33,6,188,9.79,8.36,1
11436,Rajasthan Royals,Punjab Kings,Dharamsala,44,32,6,188,9.82,8.25,1
11437,Rajasthan Royals,Punjab Kings,Dharamsala,43,31,6,188,9.78,8.32,1
11438,Rajasthan Royals,Punjab Kings,Dharamsala,39,30,6,188,9.93,7.8,1
11439,Rajasthan Royals,Punjab Kings,Dharamsala,39,29,6,188,9.82,8.07,1
11440,Rajasthan Royals,Punjab Kings,Dharamsala,35,29,6,188,10.09,7.24,1
11441,Rajasthan Royals,Punjab Kings,Dharamsala,35,28,6,188,9.98,7.5,1
11442,Rajasthan Royals,Punjab Kings,Dharamsala,34,27,6,188,9.94,7.56,1
11443,Rajasthan Royals,Punjab Kings,Dharamsala,33,26,6,188,9.89,7.62,1
11444,Rajasthan Royals,Punjab Kings,Dharamsala,33,25,6,188,9.79,7.92,1
11445,Rajasthan Royals,Punjab Kings,Dharamsala,33,24,6,188,9.69,8.25,1
11446,Rajasthan Royals,Punjab Kings,Dharamsala,32,23,6,188,9.65,8.35,1
11447,Rajasthan Royals,Punjab Kings,Dharamsala,26,22,6,188,9.92,7.09,1
11448,Rajasthan Royals,Punjab Kings,Dharamsala,20,21,6,188,10.18,5.71,1
11449,Rajasthan Royals,Punjab Kings,Dharamsala,20,20,6,188,10.08,6,1
11450,Rajasthan Royals,Punjab Kings,Dharamsala,19,19,6,188,10.04,6,1
11451,Rajasthan Royals,Punjab Kings,Dharamsala,19,18,6,188,9.94,6.33,1
11452,Rajasthan Royals,Punjab Kings,Dharamsala,19,17,6,188,9.84,6.71,1
11453,Rajasthan Royals,Punjab Kings,Dharamsala,19,16,5,188,9.75,7.12,1
11454,Rajasthan Royals,Punjab Kings,Dharamsala,15,17,5,188,10.08,5.29,1
11455,Rajasthan Royals,Punjab Kings,Dharamsala,14,16,5,188,10.04,5.25,1
11456,Rajasthan Royals,Punjab Kings,Dharamsala,13,15,5,188,10,5.2,1
11457,Rajasthan Royals,Punjab Kings,Dharamsala,9,14,5,188,10.13,3.86,1
11458,Rajasthan Royals,Punjab Kings,Dharamsala,9,13,4,188,10.04,4.15,1
11459,Rajasthan Royals,Punjab Kings,Dharamsala,9,12,4,188,9.94,4.5,1
11460,Rajasthan Royals,Punjab Kings,Dharamsala,7,11,4,188,9.96,3.82,1
11461,Rajasthan Royals,Punjab Kings,Dharamsala,6,10,4,188,9.93,3.6,1
11462,Rajasthan Royals,Punjab Kings,Dharamsala,5,9,4,188,9.89,3.33,1
11463,Delhi Capitals,Chennai Super Kings,Delhi,224,125,10,224,0,10.75,0
11464,Delhi Capitals,Chennai Super Kings,Delhi,224,124,10,224,0,10.84,0
11465,Delhi Capitals,Chennai Super Kings,Delhi,219,119,10,224,30,11.04,0
11466,Delhi Capitals,Chennai Super Kings,Delhi,219,118,10,224,15,11.14,0
11467,Delhi Capitals,Chennai Super Kings,Delhi,219,117,9,224,10,11.23,0
11468,Delhi Capitals,Chennai Super Kings,Delhi,219,116,9,224,7.5,11.33,0
11469,Delhi Capitals,Chennai Super Kings,Delhi,218,115,9,224,7.2,11.37,0
11470,Delhi Capitals,Chennai Super Kings,Delhi,218,114,9,224,6,11.47,0
11471,Delhi Capitals,Chennai Super Kings,Delhi,218,113,9,224,5.14,11.58,0
11472,Delhi Capitals,Chennai Super Kings,Delhi,217,112,9,224,5.25,11.62,0
11473,Delhi Capitals,Chennai Super Kings,Delhi,217,111,9,224,4.67,11.73,0
11474,Delhi Capitals,Chennai Super Kings,Delhi,217,110,9,224,4.2,11.84,0
11475,Delhi Capitals,Chennai Super Kings,Delhi,215,109,9,224,4.91,11.83,0
11476,Delhi Capitals,Chennai Super Kings,Delhi,215,108,9,224,4.5,11.94,0
11477,Delhi Capitals,Chennai Super Kings,Delhi,214,107,9,224,4.62,12,0
11478,Delhi Capitals,Chennai Super Kings,Delhi,210,106,9,224,6,11.89,0
11479,Delhi Capitals,Chennai Super Kings,Delhi,210,105,9,224,5.6,12,0
11480,Delhi Capitals,Chennai Super Kings,Delhi,210,104,9,224,5.25,12.12,0
11481,Delhi Capitals,Chennai Super Kings,Delhi,210,103,9,224,4.94,12.23,0
11482,Delhi Capitals,Chennai Super Kings,Delhi,209,102,9,224,5,12.29,0
11483,Delhi Capitals,Chennai Super Kings,Delhi,203,101,9,224,6.63,12.06,0
11484,Delhi Capitals,Chennai Super Kings,Delhi,199,100,9,224,7.5,11.94,0
11485,Delhi Capitals,Chennai Super Kings,Delhi,198,99,9,224,7.43,12,0
11486,Delhi Capitals,Chennai Super Kings,Delhi,198,98,8,224,7.09,12.12,0
11487,Delhi Capitals,Chennai Super Kings,Delhi,198,97,7,224,6.78,12.25,0
11488,Delhi Capitals,Chennai Super Kings,Delhi,198,96,7,224,6.5,12.38,0
11489,Delhi Capitals,Chennai Super Kings,Delhi,197,95,7,224,6.48,12.44,0
11490,Delhi Capitals,Chennai Super Kings,Delhi,197,94,7,224,6.23,12.57,0
11491,Delhi Capitals,Chennai Super Kings,Delhi,197,93,7,224,6,12.71,0
11492,Delhi Capitals,Chennai Super Kings,Delhi,197,92,7,224,5.79,12.85,0
11493,Delhi Capitals,Chennai Super Kings,Delhi,196,91,7,224,5.79,12.92,0
11494,Delhi Capitals,Chennai Super Kings,Delhi,190,90,7,224,6.8,12.67,0
11495,Delhi Capitals,Chennai Super Kings,Delhi,186,89,7,224,7.35,12.54,0
11496,Delhi Capitals,Chennai Super Kings,Delhi,185,88,7,224,7.31,12.61,0
11497,Delhi Capitals,Chennai Super Kings,Delhi,184,87,7,224,7.27,12.69,0
11498,Delhi Capitals,Chennai Super Kings,Delhi,183,86,7,224,7.24,12.77,0
11499,Delhi Capitals,Chennai Super Kings,Delhi,182,85,7,224,7.2,12.85,0
11500,Delhi Capitals,Chennai Super Kings,Delhi,181,84,7,224,7.17,12.93,0
11501,Delhi Capitals,Chennai Super Kings,Delhi,180,83,7,224,7.14,13.01,0
11502,Delhi Capitals,Chennai Super Kings,Delhi,180,82,7,224,6.95,13.17,0
11503,Delhi Capitals,Chennai Super Kings,Delhi,179,81,7,224,6.92,13.26,0
11504,Delhi Capitals,Chennai Super Kings,Delhi,178,80,7,224,6.9,13.35,0
11505,Delhi Capitals,Chennai Super Kings,Delhi,178,79,7,224,6.73,13.52,0
11506,Delhi Capitals,Chennai Super Kings,Delhi,177,78,7,224,6.71,13.62,0
11507,Delhi Capitals,Chennai Super Kings,Delhi,176,77,7,224,6.7,13.71,0
11508,Delhi Capitals,Chennai Super Kings,Delhi,175,76,7,224,6.68,13.82,0
11509,Delhi Capitals,Chennai Super Kings,Delhi,169,75,7,224,7.33,13.52,0
11510,Delhi Capitals,Chennai Super Kings,Delhi,168,74,7,224,7.3,13.62,0
11511,Delhi Capitals,Chennai Super Kings,Delhi,164,73,7,224,7.66,13.48,0
11512,Delhi Capitals,Chennai Super Kings,Delhi,164,72,7,224,7.5,13.67,0
11513,Delhi Capitals,Chennai Super Kings,Delhi,163,71,7,224,7.47,13.77,0
11514,Delhi Capitals,Chennai Super Kings,Delhi,161,71,7,224,7.71,13.61,0
11515,Delhi Capitals,Chennai Super Kings,Delhi,157,70,7,224,8.04,13.46,0
11516,Delhi Capitals,Chennai Super Kings,Delhi,156,69,7,224,8,13.57,0
11517,Delhi Capitals,Chennai Super Kings,Delhi,155,68,7,224,7.96,13.68,0
11518,Delhi Capitals,Chennai Super Kings,Delhi,153,67,7,224,8.04,13.7,0
11519,Delhi Capitals,Chennai Super Kings,Delhi,152,66,7,224,8,13.82,0
11520,Delhi Capitals,Chennai Super Kings,Delhi,152,65,7,224,7.85,14.03,0
11521,Delhi Capitals,Chennai Super Kings,Delhi,151,64,7,224,7.82,14.16,0
11522,Delhi Capitals,Chennai Super Kings,Delhi,150,63,7,224,7.79,14.29,0
11523,Delhi Capitals,Chennai Super Kings,Delhi,149,62,7,224,7.76,14.42,0
11524,Delhi Capitals,Chennai Super Kings,Delhi,149,61,6,224,7.63,14.66,0
11525,Delhi Capitals,Chennai Super Kings,Delhi,148,60,6,224,7.6,14.8,0
11526,Delhi Capitals,Chennai Super Kings,Delhi,144,59,6,224,7.87,14.64,0
11527,Delhi Capitals,Chennai Super Kings,Delhi,143,58,6,224,7.84,14.79,0
11528,Delhi Capitals,Chennai Super Kings,Delhi,142,57,6,224,7.81,14.95,0
11529,Delhi Capitals,Chennai Super Kings,Delhi,141,56,6,224,7.78,15.11,0
11530,Delhi Capitals,Chennai Super Kings,Delhi,140,55,6,224,7.75,15.27,0
11531,Delhi Capitals,Chennai Super Kings,Delhi,140,54,6,224,7.64,15.56,0
11532,Delhi Capitals,Chennai Super Kings,Delhi,140,53,6,224,7.52,15.85,0
11533,Delhi Capitals,Chennai Super Kings,Delhi,134,53,6,224,8.06,15.17,0
11534,Delhi Capitals,Chennai Super Kings,Delhi,133,52,6,224,8.03,15.35,0
11535,Delhi Capitals,Chennai Super Kings,Delhi,129,51,6,224,8.26,15.18,0
11536,Delhi Capitals,Chennai Super Kings,Delhi,123,50,6,224,8.66,14.76,0
11537,Delhi Capitals,Chennai Super Kings,Delhi,117,49,6,224,9.04,14.33,0
11538,Delhi Capitals,Chennai Super Kings,Delhi,117,48,6,224,8.92,14.62,0
11539,Delhi Capitals,Chennai Super Kings,Delhi,116,47,6,224,8.88,14.81,0
11540,Delhi Capitals,Chennai Super Kings,Delhi,115,46,6,224,8.84,15,0
11541,Delhi Capitals,Chennai Super Kings,Delhi,115,45,5,224,8.72,15.33,0
11542,Delhi Capitals,Chennai Super Kings,Delhi,115,44,5,224,8.61,15.68,0
11543,Delhi Capitals,Chennai Super Kings,Delhi,115,43,5,224,8.49,16.05,0
11544,Delhi Capitals,Chennai Super Kings,Delhi,114,42,5,224,8.46,16.29,0
11545,Delhi Capitals,Chennai Super Kings,Delhi,112,41,5,224,8.51,16.39,0
11546,Delhi Capitals,Chennai Super Kings,Delhi,112,40,5,224,8.4,16.8,0
11547,Delhi Capitals,Chennai Super Kings,Delhi,111,39,5,224,8.37,17.08,0
11548,Delhi Capitals,Chennai Super Kings,Delhi,110,38,5,224,8.34,17.37,0
11549,Delhi Capitals,Chennai Super Kings,Delhi,109,37,5,224,8.31,17.68,0
11550,Delhi Capitals,Chennai Super Kings,Delhi,109,36,5,224,8.21,18.17,0
11551,Delhi Capitals,Chennai Super Kings,Delhi,108,35,5,224,8.19,18.51,0
11552,Delhi Capitals,Chennai Super Kings,Delhi,108,34,5,224,8.09,19.06,0
11553,Delhi Capitals,Chennai Super Kings,Delhi,108,35,5,224,8.19,18.51,0
11554,Delhi Capitals,Chennai Super Kings,Delhi,107,34,5,224,8.16,18.88,0
11555,Delhi Capitals,Chennai Super Kings,Delhi,106,33,5,224,8.14,19.27,0
11556,Delhi Capitals,Chennai Super Kings,Delhi,102,32,5,224,8.32,19.12,0
11557,Delhi Capitals,Chennai Super Kings,Delhi,101,31,5,224,8.29,19.55,0
11558,Delhi Capitals,Chennai Super Kings,Delhi,97,30,5,224,8.47,19.4,0
11559,Delhi Capitals,Chennai Super Kings,Delhi,93,29,5,224,8.64,19.24,0
11560,Delhi Capitals,Chennai Super Kings,Delhi,93,29,4,224,8.64,19.24,0
11561,Delhi Capitals,Chennai Super Kings,Delhi,92,28,4,224,8.61,19.71,0
11562,Delhi Capitals,Chennai Super Kings,Delhi,91,27,4,224,8.58,20.22,0
11563,Delhi Capitals,Chennai Super Kings,Delhi,90,26,4,224,8.55,20.77,0
11564,Delhi Capitals,Chennai Super Kings,Delhi,89,25,4,224,8.53,21.36,0
11565,Delhi Capitals,Chennai Super Kings,Delhi,89,24,4,224,8.44,22.25,0
11566,Delhi Capitals,Chennai Super Kings,Delhi,88,23,4,224,8.41,22.96,0
11567,Delhi Capitals,Chennai Super Kings,Delhi,87,22,4,224,8.39,23.73,0
11568,Delhi Capitals,Chennai Super Kings,Delhi,86,23,4,224,8.54,22.43,0
11569,Delhi Capitals,Chennai Super Kings,Delhi,85,22,4,224,8.51,23.18,0
11570,Delhi Capitals,Chennai Super Kings,Delhi,85,21,4,224,8.42,24.29,0
11571,Delhi Capitals,Chennai Super Kings,Delhi,84,20,4,224,8.4,25.2,0
11572,Delhi Capitals,Chennai Super Kings,Delhi,82,19,4,224,8.44,25.89,0
11573,Delhi Capitals,Chennai Super Kings,Delhi,81,18,4,224,8.41,27,0
11574,Delhi Capitals,Chennai Super Kings,Delhi,80,17,4,224,8.39,28.24,0
11575,Delhi Capitals,Chennai Super Kings,Delhi,80,16,4,224,8.31,30,0
11576,Delhi Capitals,Chennai Super Kings,Delhi,80,15,3,224,8.23,32,0
11577,Delhi Capitals,Chennai Super Kings,Delhi,79,14,3,224,8.21,33.86,0
11578,Delhi Capitals,Chennai Super Kings,Delhi,79,13,3,224,8.13,36.46,0
11579,Delhi Capitals,Chennai Super Kings,Delhi,78,12,3,224,8.11,39,0
11580,Delhi Capitals,Chennai Super Kings,Delhi,78,11,3,224,8.04,42.55,0
11581,Delhi Capitals,Chennai Super Kings,Delhi,78,10,3,224,7.96,46.8,0
11582,Delhi Capitals,Chennai Super Kings,Delhi,78,9,2,224,7.89,52,0
11583,Delhi Capitals,Chennai Super Kings,Delhi,78,8,1,224,7.82,58.5,0
11584,Delhi Capitals,Chennai Super Kings,Delhi,78,7,1,224,7.75,66.86,0
11585,Delhi Capitals,Chennai Super Kings,Delhi,78,6,1,224,7.68,78,0
11586,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,177,125,10,177,0,8.5,0
11587,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,162,119,10,177,90,8.17,0
11588,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,158,118,10,177,57,8.03,0
11589,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,152,117,10,177,50,7.79,0
11590,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,148,116,10,177,43.5,7.66,0
11591,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,148,115,10,177,34.8,7.72,0
11592,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,147,114,10,177,30,7.74,0
11593,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,143,113,10,177,29.14,7.59,0
11594,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,142,112,10,177,26.25,7.61,0
11595,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,142,111,10,177,23.33,7.68,0
11596,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,141,110,10,177,21.6,7.69,0
11597,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,141,109,10,177,19.64,7.76,0
11598,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,141,108,10,177,18,7.83,0
11599,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,141,107,10,177,16.62,7.91,0
11600,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,137,106,10,177,17.14,7.75,0
11601,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,137,105,10,177,16,7.83,0
11602,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,135,104,10,177,15.75,7.79,0
11603,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,134,103,10,177,15.18,7.81,0
11604,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,133,102,10,177,14.67,7.82,0
11605,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,132,101,10,177,14.21,7.84,0
11606,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,128,101,10,177,15.47,7.6,0
11607,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,124,100,10,177,15.9,7.44,0
11608,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,120,99,10,177,16.29,7.27,0
11609,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,119,98,10,177,15.82,7.29,0
11610,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,118,97,10,177,15.39,7.3,0
11611,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,118,96,10,177,14.75,7.38,0
11612,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,118,95,10,177,14.16,7.45,0
11613,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,117,94,10,177,13.85,7.47,0
11614,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,117,93,10,177,13.33,7.55,0
11615,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,116,92,10,177,13.07,7.57,0
11616,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,116,91,9,177,12.62,7.65,0
11617,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,116,90,9,177,12.2,7.73,0
11618,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,116,89,9,177,11.81,7.82,0
11619,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,115,88,9,177,11.62,7.84,0
11620,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,114,87,9,177,11.45,7.86,0
11621,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,113,86,9,177,11.29,7.88,0
11622,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,109,85,9,177,11.66,7.69,0
11623,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,108,84,9,177,11.5,7.71,0
11624,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,107,83,9,177,11.35,7.73,0
11625,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,105,82,9,177,11.37,7.68,0
11626,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,104,81,9,177,11.23,7.7,0
11627,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,104,80,9,177,10.95,7.8,0
11628,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,103,79,9,177,10.83,7.82,0
11629,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,78,9,177,11.14,7.62,0
11630,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,77,9,177,10.88,7.71,0
11631,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,76,9,177,10.64,7.82,0
11632,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,75,8,177,10.4,7.92,0
11633,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,74,8,177,10.17,8.03,0
11634,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,99,73,8,177,9.96,8.14,0
11635,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,98,72,8,177,9.88,8.17,0
11636,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,98,71,8,177,9.67,8.28,0
11637,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,98,70,8,177,9.48,8.4,0
11638,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,97,69,8,177,9.41,8.43,0
11639,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,96,68,8,177,9.35,8.47,0
11640,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,95,67,8,177,9.28,8.51,0
11641,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,95,66,7,177,9.11,8.64,0
11642,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,94,65,7,177,9.05,8.68,0
11643,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,93,64,7,177,9,8.72,0
11644,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,92,63,7,177,8.95,8.76,0
11645,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,91,62,7,177,8.9,8.81,0
11646,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,90,61,7,177,8.85,8.85,0
11647,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,89,60,7,177,8.8,8.9,0
11648,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,87,59,7,177,8.85,8.85,0
11649,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,86,58,7,177,8.81,8.9,0
11650,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,85,57,7,177,8.76,8.95,0
11651,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,84,56,7,177,8.72,9,0
11652,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,84,55,7,177,8.58,9.16,0
11653,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,84,54,7,177,8.45,9.33,0
11654,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,83,53,7,177,8.42,9.4,0
11655,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,83,53,7,177,8.42,9.4,0
11656,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,79,52,7,177,8.65,9.12,0
11657,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,78,51,7,177,8.61,9.18,0
11658,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,77,50,7,177,8.57,9.24,0
11659,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,75,49,7,177,8.62,9.18,0
11660,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,74,48,7,177,8.58,9.25,0
11661,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,73,47,7,177,8.55,9.32,0
11662,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,71,46,7,177,8.59,9.26,0
11663,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,69,45,7,177,8.64,9.2,0
11664,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,69,44,6,177,8.53,9.41,0
11665,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,69,43,6,177,8.42,9.63,0
11666,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,69,42,6,177,8.31,9.86,0
11667,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,68,41,6,177,8.28,9.95,0
11668,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,68,40,6,177,8.18,10.2,0
11669,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,68,39,6,177,8.07,10.46,0
11670,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,67,38,6,177,8.05,10.58,0
11671,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,67,37,6,177,7.95,10.86,0
11672,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,63,36,6,177,8.14,10.5,0
11673,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,63,35,6,177,8.05,10.8,0
11674,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,63,34,6,177,7.95,11.12,0
11675,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,57,33,6,177,8.28,10.36,0
11676,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,57,32,5,177,8.18,10.69,0
11677,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,57,31,5,177,8.09,11.03,0
11678,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,56,30,5,177,8.07,11.2,0
11679,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,56,29,5,177,7.98,11.59,0
11680,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,55,28,5,177,7.96,11.79,0
11681,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,54,27,5,177,7.94,12,0
11682,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,53,26,5,177,7.91,12.23,0
11683,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,53,25,5,177,7.83,12.72,0
11684,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,51,24,5,177,7.88,12.75,0
11685,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,50,23,5,177,7.86,13.04,0
11686,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,44,22,5,177,8.14,12,0
11687,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,43,21,5,177,8.12,12.29,0
11688,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,43,20,4,177,8.04,12.9,0
11689,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,43,19,4,177,7.96,13.58,0
11690,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,42,18,4,177,7.94,14,0
11691,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,41,17,3,177,7.92,14.47,0
11692,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,37,17,3,177,8.16,13.06,0
11693,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,33,16,3,177,8.31,12.38,0
11694,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,29,15,3,177,8.46,11.6,0
11695,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,27,14,3,177,8.49,11.57,0
11696,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,21,13,3,177,8.75,9.69,0
11697,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,21,12,3,177,8.67,10.5,0
11698,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,20,11,3,177,8.64,10.91,0
11699,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,19,10,3,177,8.62,11.4,0
11700,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,19,9,3,177,8.54,12.67,0
11701,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,19,8,3,177,8.46,14.25,0
11702,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,18,7,3,177,8.44,15.43,0
11703,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,12,6,3,177,8.68,12,0
11704,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,8,5,3,177,8.82,9.6,0
11705,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,2,4,3,177,9.05,3,0
11706,Mumbai Indians,Sunrisers Hyderabad,Mumbai,201,125,10,201,0,9.65,1
11707,Mumbai Indians,Sunrisers Hyderabad,Mumbai,201,124,10,201,0,9.73,1
11708,Mumbai Indians,Sunrisers Hyderabad,Mumbai,188,119,10,201,78,9.48,1
11709,Mumbai Indians,Sunrisers Hyderabad,Mumbai,184,118,10,201,51,9.36,1
11710,Mumbai Indians,Sunrisers Hyderabad,Mumbai,184,117,10,201,34,9.44,1
11711,Mumbai Indians,Sunrisers Hyderabad,Mumbai,184,116,10,201,25.5,9.52,1
11712,Mumbai Indians,Sunrisers Hyderabad,Mumbai,184,115,10,201,20.4,9.6,1
11713,Mumbai Indians,Sunrisers Hyderabad,Mumbai,184,114,10,201,17,9.68,1
11714,Mumbai Indians,Sunrisers Hyderabad,Mumbai,183,113,10,201,15.43,9.72,1
11715,Mumbai Indians,Sunrisers Hyderabad,Mumbai,182,112,10,201,14.25,9.75,1
11716,Mumbai Indians,Sunrisers Hyderabad,Mumbai,182,111,10,201,12.67,9.84,1
11717,Mumbai Indians,Sunrisers Hyderabad,Mumbai,181,110,10,201,12,9.87,1
11718,Mumbai Indians,Sunrisers Hyderabad,Mumbai,181,109,9,201,10.91,9.96,1
